wallet_provider,wallet_id,balance,monthly_transactions,average_transaction,top_up_frequency,duitnow_qr_usage,user_id
MAE,64253e10-129a-4fab-8caf-26348a98cc58,355.58,28,61.81,7,9,e9231f23-90d9-4913-b9f6-6fc7e8a1d6f2
Boost,49231bbd-5192-4150-8385-1b48228ecd4c,296.48,9,85.15,2,3,e9231f23-90d9-4913-b9f6-6fc7e8a1d6f2
ShopeePay,f9002a33-350f-4644-97eb-bdf1626578d8,156.95,16,56.45,8,14,dfca7028-ffde-4106-8ea9-7ae4d3a1171c
Boost,2ff251b8-b399-488c-bf6b-f16f8d8b644b,110.51,22,57.63,8,15,dfca7028-ffde-4106-8ea9-7ae4d3a1171c
GrabPay,7eed7294-d9e7-43fb-9ca9-264d902c9d63,313.56,9,48.5,2,13,dfca7028-ffde-4106-8ea9-7ae4d3a1171c
Touch n Go eWallet,6dcd30b3-7d5a-4c17-a20f-ca491ed5899f,147.65,17,65.29,4,11,dfca7028-ffde-4106-8ea9-7ae4d3a1171c
GrabPay,d8771241-e449-418d-9594-cba7622712b2,382.81,19,52.25,7,9,d79f30d0-cac1-4c14-a8c7-99a9c298f40b
Touch n Go eWallet,270189e4-9eb2-40ee-8230-7f2d224da53e,393.19,13,25.82,4,12,d79f30d0-cac1-4c14-a8c7-99a9c298f40b
Touch n Go eWallet,bc693306-cfaf-4b34-bedf-e9d14d10a147,24.92,5,56.56,8,14,b982d807-0558-4c70-8663-6b6f8fa557be
Boost,0571abce-9aaa-4371-9763-3fc256cc730f,386.63,25,31.83,3,15,b982d807-0558-4c70-8663-6b6f8fa557be
ShopeePay,ec51e568-360f-435f-98cb-a8343c8e11b1,248.64,30,29.83,1,9,b982d807-0558-4c70-8663-6b6f8fa557be
GrabPay,fafe2746-ccdb-42b4-9faf-3e05c13c38a1,301.68,7,40.45,8,15,b982d807-0558-4c70-8663-6b6f8fa557be
MAE,93526604-b96b-474f-9e43-008cef4d6905,423.45,16,82.7,1,9,ccd68b23-43ff-43e4-aca7-5b03b0bac4b4
GrabPay,f4d37b98-bb09-4df8-87a1-b87647f0817c,199.83,21,27.75,1,8,ccd68b23-43ff-43e4-aca7-5b03b0bac4b4
Boost,fb6a80a9-95ab-4c5a-8a49-11294c39b27b,272.22,10,14.14,5,4,ccd68b23-43ff-43e4-aca7-5b03b0bac4b4
Touch n Go eWallet,2a25f40f-eb6a-4925-aa83-f2ac9eb6ffac,12.86,11,72.26,6,12,ccd68b23-43ff-43e4-aca7-5b03b0bac4b4
Boost,c60116cf-73a5-404a-a650-2e30088d68f7,110.19,12,18.88,7,6,03eb9a26-9ed7-4126-a96a-e715a113f1f5
MAE,fdfcb8d7-3c22-4056-a9ea-9e686de60f55,98.99,25,21.72,8,11,03eb9a26-9ed7-4126-a96a-e715a113f1f5
GrabPay,ea29c997-afac-400d-b04b-a788a0e4c1e1,264.73,30,17.16,8,13,dc451fd4-e75f-41a5-b95c-c3ac37266ed6
Boost,0c58d8bb-5e4a-47ee-9e62-f1d5d45d38ef,253.37,29,31.13,1,13,dc451fd4-e75f-41a5-b95c-c3ac37266ed6
MAE,5efaa1d7-4664-4f7a-b502-c819bdf5dd95,498.63,18,60.16,5,8,dc451fd4-e75f-41a5-b95c-c3ac37266ed6
GoPayz,658c1811-63a2-4805-bd4c-aea10d5f0d6c,180.86,11,44.17,8,11,dc451fd4-e75f-41a5-b95c-c3ac37266ed6
Boost,532af4b7-bf06-4efe-b868-5b48458bb88b,318.08,23,71.96,4,8,4e769554-f53c-4e53-85e3-74b8bda5b98d
Touch n Go eWallet,c79f3b99-8dc4-49bf-88b8-6cefe77b0bc0,240.27,8,16.5,5,11,4e769554-f53c-4e53-85e3-74b8bda5b98d
GrabPay,429a90a3-6d68-48aa-9fed-5af536b66b73,26.34,8,72.73,8,4,4e769554-f53c-4e53-85e3-74b8bda5b98d
MAE,c096ea76-ed2a-49d3-b63a-97a8d30e91a3,58.57,13,17.9,2,7,471e0f8b-70e2-462d-bd36-363235870da1
Boost,61456b11-2b42-4e94-aa82-1b3e8e048bcb,440.33,24,98.91,2,4,471e0f8b-70e2-462d-bd36-363235870da1
GrabPay,b671308b-b276-42dc-9664-5a5fe7b70778,25.09,13,49.4,3,3,471e0f8b-70e2-462d-bd36-363235870da1
GoPayz,1fb63d9d-911c-4f2b-aa92-5e4744607233,242.59,26,75.76,7,14,8cfc3ea8-2290-45e7-b04e-34896aff5428
ShopeePay,5d4e449d-0a63-48eb-9a3d-7639f2607d9a,311.48,20,65.48,2,5,8cfc3ea8-2290-45e7-b04e-34896aff5428
Touch n Go eWallet,6d6c9145-7819-4245-9ded-cfbaaa988699,211.76,30,57.88,1,9,b272485d-e285-49b7-8efd-b5507b450cef
MAE,d83b5914-9f8f-41cd-9a9c-6202d8d88b4c,321.89,25,77.77,3,8,b272485d-e285-49b7-8efd-b5507b450cef
ShopeePay,90b3eca8-a8aa-4035-a996-30d8d8ad2cb6,170.1,11,75.9,4,14,b272485d-e285-49b7-8efd-b5507b450cef
Touch n Go eWallet,3fbb8875-3e89-4327-8b57-cd6be5d09350,443.84,23,89.25,7,8,b397fdef-eca9-426a-8597-f0c71a1b07aa
GrabPay,4a0dd09d-599d-405e-80e8-71e34cf35365,335.34,13,97.27,4,7,b397fdef-eca9-426a-8597-f0c71a1b07aa
Boost,15fa14a1-6f77-476e-9ff7-4efb659d6137,168.61,21,55.05,4,11,b397fdef-eca9-426a-8597-f0c71a1b07aa
ShopeePay,358e8ff2-2c95-476b-857b-a3f0517aa18a,444.94,15,99.68,2,3,b397fdef-eca9-426a-8597-f0c71a1b07aa
ShopeePay,24bf533a-8211-4397-b133-a5be1c22cfc3,42.88,26,30.73,8,3,65d3d42f-c027-486a-b6d5-f67717eedacb
GoPayz,66779358-28c9-4221-a010-01e822c702b0,425.21,20,85.03,1,13,65d3d42f-c027-486a-b6d5-f67717eedacb
MAE,cd039cca-1e11-4db0-b0e2-e6bab0acb2f5,71.81,11,73.49,1,10,65d3d42f-c027-486a-b6d5-f67717eedacb
Boost,97f17923-54b5-40c0-85a2-c92b2b739112,424.1,13,34.84,5,15,f6dfe213-88ba-4a9f-96bb-88b5a26d94f5
MAE,b265b394-b820-4983-8d81-fa7753a93d5c,454.69,9,82.72,5,3,f6dfe213-88ba-4a9f-96bb-88b5a26d94f5
GoPayz,7c251b5c-2610-4693-b7d6-4b0e53de7452,323.09,18,22.27,4,14,f6dfe213-88ba-4a9f-96bb-88b5a26d94f5
ShopeePay,81f34698-7322-41b8-a065-632aed9471c9,398.06,12,18.74,5,12,f6dfe213-88ba-4a9f-96bb-88b5a26d94f5
GrabPay,8ce893ab-e671-424c-9443-a738ee7155ba,266.58,23,46.76,5,13,8acca62b-ddee-4877-938d-7e833a6c8a31
Boost,1d200e2b-2156-4b6d-96ae-04748dc11010,339.21,15,50.91,2,10,8acca62b-ddee-4877-938d-7e833a6c8a31
ShopeePay,223d0ff6-7aa3-4d7b-b42c-abdef076f633,462.67,30,96.91,4,14,8acca62b-ddee-4877-938d-7e833a6c8a31
Touch n Go eWallet,f752899f-355f-4aa8-be65-48a478f4d908,282.35,15,94.72,4,7,189ee81e-cc71-4d58-948d-f107b6cf727b
MAE,be30c97d-a5e2-4721-bb4c-e7b57bfefd4e,439.73,21,91.13,8,8,189ee81e-cc71-4d58-948d-f107b6cf727b
GoPayz,913fe328-06a8-423f-a081-e58209b6028d,56.31,13,36.7,8,15,189ee81e-cc71-4d58-948d-f107b6cf727b
GrabPay,adc18c89-fcc2-4112-8a8f-d49fb6466646,70.21,6,62.4,2,6,12dd6344-5433-45a3-9ee8-fdd1024f5a7e
Boost,6791b2e1-bfcf-4195-a265-be2e4acd0478,118.02,15,13.26,6,6,12dd6344-5433-45a3-9ee8-fdd1024f5a7e
GoPayz,6786a034-7f38-4caa-b0aa-dd704cbcdfcd,271.89,30,20.17,3,5,32c278a5-41b8-4998-999a-51fc34e00f8c
Touch n Go eWallet,d50a6c66-1183-4f7f-a08c-5175d9bb1f52,27.15,29,33.23,4,10,32c278a5-41b8-4998-999a-51fc34e00f8c
MAE,0ec5f359-9a53-49d3-a74d-70e95fc40c20,330.64,9,97.42,4,9,32c278a5-41b8-4998-999a-51fc34e00f8c
Touch n Go eWallet,97ef9397-b7d5-44a5-97ed-70ab0efd5cfe,398.81,12,47.95,4,12,313f7d51-190d-413b-8e53-a020c54f07be
MAE,3d8c1353-c840-4690-9f7b-c124ce40d1ce,45.05,21,64.44,4,5,313f7d51-190d-413b-8e53-a020c54f07be
GoPayz,e01f1e19-c6ad-490a-b2d2-63b32fd67e62,335.11,27,15.77,6,14,ca774345-9270-4a9f-8b71-edeba4d42e95
MAE,961a3b8d-621a-47c9-a7ae-5d903eeaab94,217.65,18,81.38,5,7,ca774345-9270-4a9f-8b71-edeba4d42e95
Boost,26042345-4b4d-4ded-8c33-5998b6ee7260,333.4,8,23.19,5,7,ca774345-9270-4a9f-8b71-edeba4d42e95
Touch n Go eWallet,d80a5e33-0a35-4854-bece-b7e212301b2f,436.67,6,75.17,6,3,ca774345-9270-4a9f-8b71-edeba4d42e95
GoPayz,704b8c81-7962-40c4-9aac-039da417912f,187.29,29,57.53,8,9,849ea3b9-2c71-4d31-9315-eef8e2105e2c
ShopeePay,4a6809a6-3106-43f6-9946-28a35b6d6f27,247.36,21,42.15,6,8,849ea3b9-2c71-4d31-9315-eef8e2105e2c
Touch n Go eWallet,c4d6e13c-356a-433f-993a-2822a4db8933,404.58,23,65.6,5,13,849ea3b9-2c71-4d31-9315-eef8e2105e2c
MAE,a36d4ae3-dfde-489e-ac38-9bc636c3bafc,419.13,19,24.35,2,13,f8cadce5-11a6-4608-8a34-e7a35161b23c
ShopeePay,d85736ce-aa12-478b-8f17-646179efad40,463.02,8,46.68,4,12,f8cadce5-11a6-4608-8a34-e7a35161b23c
ShopeePay,11a832e3-4222-4968-9762-19a155a157e1,197.73,21,30.75,3,15,4f178c26-ec17-4dd7-acc7-8d90b32bb929
GoPayz,45fa6036-9c8c-47d0-b397-afc1816404ad,156.24,21,33.61,2,10,4f178c26-ec17-4dd7-acc7-8d90b32bb929
GrabPay,a34ea9b8-af64-424a-9c09-d7f375088cb5,441.27,25,52.64,3,9,4f178c26-ec17-4dd7-acc7-8d90b32bb929
MAE,a9a0e11c-6928-43f0-bb7c-8fd80f73144d,19.36,29,59.46,4,6,d61aab3a-8c2a-46d8-893d-45f72fc2a833
GoPayz,b4bd5134-f556-4644-9d7e-06f342183613,119.73,16,68.19,2,13,d61aab3a-8c2a-46d8-893d-45f72fc2a833
ShopeePay,02fb4e78-7a8c-45d6-9ec8-3a6b83364f8f,178.53,17,74.63,1,11,e3d43e66-5675-4a88-9385-3c3f59012ca4
MAE,60094402-6196-4ea1-9d95-97fd5137ec07,53.54,6,82.6,1,10,e3d43e66-5675-4a88-9385-3c3f59012ca4
GoPayz,f2e548e7-a032-4f93-a12f-5c56a88f2c0f,160.96,7,71.57,6,14,e3d43e66-5675-4a88-9385-3c3f59012ca4
GoPayz,1b9106e0-3fc8-433c-bff7-890b7d47fded,224.63,23,17.43,2,9,2a45be64-7bab-45bd-a349-2df3cc7e1d20
Boost,9a5e9cd6-f0cd-4dd2-9d44-f31d0a0f048c,451.69,16,83.13,7,4,2a45be64-7bab-45bd-a349-2df3cc7e1d20
Touch n Go eWallet,4d539b35-4774-4e21-8383-10def69a5993,212.78,13,34.28,8,10,2a45be64-7bab-45bd-a349-2df3cc7e1d20
MAE,953a32e8-645a-41b0-a71a-3d179c7dbac9,169.16,25,85.88,8,8,95a7e070-70c1-4d0d-b96e-071f74df1cfe
ShopeePay,bf636088-0712-4d3e-91a2-8b891c802086,425.01,17,29.97,4,7,95a7e070-70c1-4d0d-b96e-071f74df1cfe
Touch n Go eWallet,5f82374d-76ab-45ef-a575-fa130d4c1809,448.85,11,20.55,2,6,95a7e070-70c1-4d0d-b96e-071f74df1cfe
MAE,45b5df65-c15c-4faf-8a49-e87728182b2f,25.48,5,89.75,6,13,93e89a5d-87d2-4ac4-8313-2db1cf2447e9
Boost,250bed24-69f4-4731-8df7-a963527a1909,231.75,17,45.05,6,15,93e89a5d-87d2-4ac4-8313-2db1cf2447e9
Touch n Go eWallet,078599a7-4143-4409-aac9-eefcaa3efb90,432.81,28,64.2,6,6,93e89a5d-87d2-4ac4-8313-2db1cf2447e9
ShopeePay,c332a36f-10da-49a8-89ba-2af6d5154496,396.27,30,94.05,3,8,452dc02a-737f-4baa-b44a-ff47ec682907
Touch n Go eWallet,4d581c57-34cf-45db-85aa-4af8a7ff56c4,97.41,27,33.44,3,11,452dc02a-737f-4baa-b44a-ff47ec682907
GoPayz,8c87754f-59cd-4e09-9689-218acac6b116,279.14,26,35.7,2,5,452dc02a-737f-4baa-b44a-ff47ec682907
GrabPay,e6613876-c8da-4714-86e8-3c6b5a094d8c,392.12,8,74.63,6,11,452dc02a-737f-4baa-b44a-ff47ec682907
GoPayz,0075dced-f874-494d-ab55-5ccc79653b98,246.19,6,56.98,8,3,50de17ca-d78f-4c18-b155-5fe76c7bae6f
GrabPay,c2548510-461f-4d62-809e-025a4915b584,468.23,22,91.12,8,10,50de17ca-d78f-4c18-b155-5fe76c7bae6f
ShopeePay,2eed1bf4-6a57-4a28-a056-3a97b1b535b6,82.88,8,50.73,8,15,50de17ca-d78f-4c18-b155-5fe76c7bae6f
Boost,d10f9d4c-c20e-488e-82ab-b2cf9e18d70f,228.66,29,15.74,7,8,50de17ca-d78f-4c18-b155-5fe76c7bae6f
MAE,8e75834c-c1d7-4518-9d65-5c83d716b5d8,227.59,5,57.13,2,8,2cd2d85e-36ee-44a4-a7a8-1ec132692adc
ShopeePay,7a30e984-f223-4dc8-9724-2c3f7ae81ea8,296.87,18,47.26,6,3,2cd2d85e-36ee-44a4-a7a8-1ec132692adc
GrabPay,0e1ffc62-d24d-4f0e-a093-7b94460cca26,459.0,26,75.55,6,11,2ce6712a-78ca-4444-a051-e9a66f53760c
ShopeePay,d46bfde1-c153-4455-a714-9d12a003eafa,357.49,20,91.6,8,15,2ce6712a-78ca-4444-a051-e9a66f53760c
ShopeePay,9d0400d7-8b7b-485c-a54a-c032f8aaadfa,371.84,11,54.39,5,14,66d8bef7-dd09-42d4-ac2b-fbd1564ca750
Touch n Go eWallet,b8dce370-6bd6-43eb-81a8-08827924ac8e,81.52,13,57.73,2,7,66d8bef7-dd09-42d4-ac2b-fbd1564ca750
MAE,2599d392-2ab4-49a0-be3b-b8c32b4a0dce,411.27,27,99.31,4,12,12d4b5e6-3a6c-4b31-ad45-54bc1031cc66
Boost,c9934209-3407-405e-aeb0-881187d3acaf,107.73,29,38.5,5,4,12d4b5e6-3a6c-4b31-ad45-54bc1031cc66
GoPayz,45c8a12b-fcc1-4dbc-9a7d-f376c57afee4,288.3,7,64.11,1,7,12d4b5e6-3a6c-4b31-ad45-54bc1031cc66
ShopeePay,3effd56a-aedd-460e-b498-78b90e599709,302.31,29,15.31,1,3,12d4b5e6-3a6c-4b31-ad45-54bc1031cc66
GoPayz,86a19b50-182f-4de5-b1be-94a4c2a03058,371.74,8,24.06,5,15,a5029248-b59d-4009-acb6-b1bac6b8311e
Touch n Go eWallet,42a06a35-441c-4268-a135-c463320ee472,174.33,17,85.2,2,10,a5029248-b59d-4009-acb6-b1bac6b8311e
GrabPay,b74df8ba-a703-404e-9dc0-8f7df96a85d3,230.24,24,52.41,4,15,a5029248-b59d-4009-acb6-b1bac6b8311e
ShopeePay,a48a1932-916b-4e5c-9e19-8cbdec2ae3b5,461.15,15,94.33,6,10,d528cc6c-53ba-4ea6-836a-c2725bb4def1
GoPayz,c72df337-607f-406b-ac1e-3b1a06cdc169,437.51,22,93.85,4,4,d528cc6c-53ba-4ea6-836a-c2725bb4def1
GrabPay,47a23015-8a03-451d-9bf8-ae0d1d135da1,291.91,7,37.16,4,9,d528cc6c-53ba-4ea6-836a-c2725bb4def1
GoPayz,a00ebc44-6f4b-4706-b380-1ba4d708be48,19.8,18,36.61,1,7,1a20dfa7-28df-4dd8-a0a5-8c4e5e8a6a0b
GrabPay,20b9864f-b829-427d-988d-2df0a50c776c,321.06,30,78.94,3,13,1a20dfa7-28df-4dd8-a0a5-8c4e5e8a6a0b
MAE,be0edb2e-667c-4cdb-a37f-ec2e6511be18,363.18,28,19.4,1,7,1a20dfa7-28df-4dd8-a0a5-8c4e5e8a6a0b
Touch n Go eWallet,fe17b11a-41bc-4163-be65-467e47b4bcf5,308.41,18,61.84,4,13,1a20dfa7-28df-4dd8-a0a5-8c4e5e8a6a0b
MAE,2906013e-f3d8-441b-83ca-ff9f72d1dadc,479.79,12,31.97,6,15,df08e386-57df-4293-8ed6-d373a1991a71
Touch n Go eWallet,7fe6393d-7e81-40c9-834e-84961b2f9366,311.68,12,56.75,3,13,df08e386-57df-4293-8ed6-d373a1991a71
GrabPay,3719f94a-22ae-450d-ab8e-0e67f3cbe835,148.36,7,16.25,2,8,907be950-38fd-4adf-a859-274e87f8e0bd
Boost,cbc2c55c-1554-4a03-ba6b-4e900d4a8f6f,86.46,8,78.26,6,14,907be950-38fd-4adf-a859-274e87f8e0bd
GoPayz,f561e37c-93bc-40d1-8e73-dee341a3c888,495.85,18,67.12,7,8,907be950-38fd-4adf-a859-274e87f8e0bd
ShopeePay,54f1b04a-10a3-4f8c-9bad-9136e32cee7c,190.17,27,50.44,4,3,907be950-38fd-4adf-a859-274e87f8e0bd
MAE,e4cf13b6-823b-425f-bd07-98d635780bfb,166.7,22,46.43,1,10,a69565b1-4301-4bd5-8977-46e2193bcf7e
GoPayz,c1ded26c-0835-4629-904b-99cf834e3605,246.83,12,55.56,5,6,a69565b1-4301-4bd5-8977-46e2193bcf7e
ShopeePay,a979e808-71c7-48bb-80c3-6ab8488df357,141.49,26,52.98,2,5,a69565b1-4301-4bd5-8977-46e2193bcf7e
Boost,9f42c3cc-c2c5-443c-af05-7199472336e3,340.31,16,87.81,7,13,a69565b1-4301-4bd5-8977-46e2193bcf7e
ShopeePay,6b68855d-6a0a-4b84-ac46-4b630695e6c8,282.92,9,15.63,6,8,83f7bc1c-28ce-4243-90f8-eca87ae41ecb
Touch n Go eWallet,01edd9d9-1808-41c0-bd41-08cc6a5eb905,413.19,20,25.94,4,8,83f7bc1c-28ce-4243-90f8-eca87ae41ecb
GoPayz,eb4cdc7e-54c6-4efc-afb1-930ddc811f98,304.41,13,81.66,1,11,83f7bc1c-28ce-4243-90f8-eca87ae41ecb
GrabPay,217071a0-c2db-4d42-8510-c7bc6616b5ae,388.11,22,41.9,1,9,e245bdd2-3085-45b5-affa-af87eaf89329
Boost,98b9b301-8b99-42a4-8616-2950f5a3debb,456.28,14,65.46,3,8,e245bdd2-3085-45b5-affa-af87eaf89329
GoPayz,979a290b-3e1e-448f-a143-5424a8ee797c,200.65,6,58.91,7,12,e245bdd2-3085-45b5-affa-af87eaf89329
ShopeePay,2e031205-11e5-40b4-9a95-20e997938735,357.86,19,21.8,5,5,e245bdd2-3085-45b5-affa-af87eaf89329
Touch n Go eWallet,291c70d5-65b1-40f3-9018-90c184124fa6,437.33,7,80.9,4,11,9e402bd4-b60e-47bc-95e5-6af5a4b97be6
MAE,12d96ae0-0436-47bc-9639-c8ba84d76a93,140.06,18,96.14,5,3,9e402bd4-b60e-47bc-95e5-6af5a4b97be6
GoPayz,6ef2f3bb-a818-4b46-9e82-1202d9b9aeca,21.24,15,59.19,7,14,9e402bd4-b60e-47bc-95e5-6af5a4b97be6
ShopeePay,1a4045c6-89fd-4028-8172-17abf9c263e9,115.84,22,62.43,8,6,0fa4e6fa-ed62-43c7-9e58-e70a7a596124
Touch n Go eWallet,abc3d2ee-707d-46b3-85cd-42f89be6cd23,406.37,21,86.19,7,14,0fa4e6fa-ed62-43c7-9e58-e70a7a596124
Boost,62d13241-f4ba-45fe-9df1-9470cb91701a,482.68,11,33.59,5,3,3a31c16b-8678-4141-a835-2ddf336f1357
Touch n Go eWallet,fdc2ba0a-094b-4d37-a509-15016db3caa5,282.12,17,65.9,2,6,3a31c16b-8678-4141-a835-2ddf336f1357
ShopeePay,d7e69454-0dbc-4a33-b6e6-e13e34cc8365,388.05,7,35.88,6,7,3a31c16b-8678-4141-a835-2ddf336f1357
Boost,c1579920-9cc4-4601-b236-b40575ae7f7b,164.97,19,79.48,2,13,d7de4b1f-e3e1-4dba-8147-dd9ed14ce0a0
MAE,eeaba4e8-98f2-4684-88ee-155eb3652555,268.52,15,48.56,1,14,d7de4b1f-e3e1-4dba-8147-dd9ed14ce0a0
GoPayz,67b57838-0733-4635-9cf8-9d7c978d8bbf,323.08,8,51.74,4,4,d7de4b1f-e3e1-4dba-8147-dd9ed14ce0a0
Touch n Go eWallet,04737674-7fb3-493c-952c-2dfd59a73185,20.84,17,90.28,3,13,c61b48ca-a92f-47ee-bc9c-8aa5bc76025a
ShopeePay,11277894-06d1-434c-9a43-66931c80efce,494.62,28,45.25,8,3,c61b48ca-a92f-47ee-bc9c-8aa5bc76025a
Boost,c0265494-fd6d-4771-b530-70ee44e8a2de,183.87,19,58.87,1,15,0beefce9-f944-4602-8cd0-486ea308aa8d
MAE,dcf95d8c-d763-4282-998d-55f929da93f2,499.08,24,38.2,4,8,0beefce9-f944-4602-8cd0-486ea308aa8d
Touch n Go eWallet,4c815e2c-9999-4a95-a440-6d2d71d88fa8,253.43,23,15.06,1,6,0beefce9-f944-4602-8cd0-486ea308aa8d
GrabPay,5cbdf15f-9b7e-414b-9274-5aff3beef717,260.89,15,10.08,6,8,0beefce9-f944-4602-8cd0-486ea308aa8d
GoPayz,77dc45b8-cd61-4321-bfff-c75d10dbdbe3,493.14,29,20.05,4,13,0a93893e-4e22-473f-b977-11f4a2d7dff6
GrabPay,497c259d-c16c-433e-8f4f-88b9358a6c50,216.65,20,58.55,6,15,0a93893e-4e22-473f-b977-11f4a2d7dff6
ShopeePay,0d05376e-e6fd-4062-ad40-448b18b88a25,243.74,21,46.39,7,13,0a93893e-4e22-473f-b977-11f4a2d7dff6
MAE,7211bc55-f60a-457c-b823-c97012701695,478.13,16,17.01,6,12,0a93893e-4e22-473f-b977-11f4a2d7dff6
Touch n Go eWallet,8ce0d7a8-2fbc-4e24-8936-5b80b4020832,26.96,6,38.72,3,8,f66b7a6d-356b-488e-9335-75cf58a8fdfa
Boost,2d32d696-d159-43bd-b3ce-e0de027988a0,476.12,30,83.67,5,3,f66b7a6d-356b-488e-9335-75cf58a8fdfa
GrabPay,9c1b97a9-b16a-4f21-9a5d-8fdf058bf479,312.24,12,81.92,3,8,f66b7a6d-356b-488e-9335-75cf58a8fdfa
GoPayz,d7f147d6-d7c3-4124-b25b-8d184d8e78f3,226.57,16,96.35,1,13,f66b7a6d-356b-488e-9335-75cf58a8fdfa
Boost,0c3b7614-d445-4567-91ce-e5e971a97881,231.07,10,12.7,2,4,c4b69609-330c-439d-b51e-5ce3120a0da8
MAE,4598d2f3-2b23-411d-a831-b259a226700c,148.46,23,87.69,1,8,c4b69609-330c-439d-b51e-5ce3120a0da8
GoPayz,a6e28300-38a5-4dbf-9231-6113f27cdcc8,493.3,12,76.5,2,6,c4b69609-330c-439d-b51e-5ce3120a0da8
Touch n Go eWallet,7d15dfb7-1df2-483b-a746-f01fe8a214f4,391.7,14,30.1,3,5,c4b69609-330c-439d-b51e-5ce3120a0da8
Boost,461f32c2-06fa-4836-bb56-a01386c4dac9,475.93,17,95.05,3,11,4c3b6300-8214-4ba3-ba5a-40ab67d9038f
Touch n Go eWallet,dd071918-f201-481d-b99c-bc3b355bc627,422.13,25,56.57,1,14,4c3b6300-8214-4ba3-ba5a-40ab67d9038f
ShopeePay,08acd5ad-0278-46ec-ba05-43bdd68df307,286.02,7,73.01,1,8,4c3b6300-8214-4ba3-ba5a-40ab67d9038f
Boost,d61979b9-4bb2-4037-a8dd-9e1445c917ab,208.52,5,46.33,6,3,a670338b-7ee6-4c73-9e7c-4324a9021e77
ShopeePay,2f376f59-4537-4013-ba89-297a9b9d6f17,116.27,9,43.54,6,6,a670338b-7ee6-4c73-9e7c-4324a9021e77
GrabPay,76592c4f-6342-4091-8668-dcbf20a572f2,249.95,7,42.91,4,15,a670338b-7ee6-4c73-9e7c-4324a9021e77
Touch n Go eWallet,446a2069-5ddc-44f8-be66-3aa6542040b9,37.5,28,84.2,6,6,65cdf311-4e41-426b-bec4-bd94839a6298
MAE,a3709a0d-aade-4205-881e-cc0cc6323a20,301.61,23,72.85,6,12,65cdf311-4e41-426b-bec4-bd94839a6298
GrabPay,52fc674a-a866-479b-b1a5-68e15a814c70,67.57,13,41.31,4,4,65cdf311-4e41-426b-bec4-bd94839a6298
MAE,80ef8010-2691-4cf9-8561-6c7ccd578164,196.62,28,62.29,5,10,f3672992-0895-4af0-b328-6144ec84e128
ShopeePay,c93bf5b2-5d82-4d31-b152-0d00e39a6239,426.39,18,80.03,5,14,f3672992-0895-4af0-b328-6144ec84e128
GrabPay,147d60e4-b56f-4ebe-89e2-0ca9e59517fe,188.11,15,63.7,2,7,0fc749e3-310d-4e5d-9d14-c720418fc540
MAE,e58f4356-7e19-4dbf-8c9b-e604da3d90ff,353.9,25,22.66,3,11,0fc749e3-310d-4e5d-9d14-c720418fc540
MAE,ffb8c542-fee5-48c5-9ea1-d89dcacc1f32,302.8,27,72.93,1,11,ae4e6379-fa34-40ef-9d96-f866f1d3cfcc
Boost,a5e79b91-7d04-46dc-bfce-4bd132ead8f7,18.89,19,22.44,1,4,ae4e6379-fa34-40ef-9d96-f866f1d3cfcc
GoPayz,229017b4-980f-4ded-80fe-a15cd0be6072,405.79,20,70.98,6,13,ae4e6379-fa34-40ef-9d96-f866f1d3cfcc
Touch n Go eWallet,754b8135-6259-43ce-8840-88ecb447ffec,62.72,16,30.0,4,12,ae4e6379-fa34-40ef-9d96-f866f1d3cfcc
GoPayz,93b27b2e-a846-46aa-9d8a-1a633b811e86,85.47,14,11.5,1,4,273aa736-e17d-4a6f-926a-5020e1e9f06e
ShopeePay,e3065c72-4675-4476-b872-dfeba7c91b6e,221.44,14,25.7,8,14,273aa736-e17d-4a6f-926a-5020e1e9f06e
Touch n Go eWallet,0c030564-9df9-4d7f-b11e-326c885cb513,123.29,17,13.16,4,11,273aa736-e17d-4a6f-926a-5020e1e9f06e
MAE,70fc56d8-4687-4920-a524-e0681bd7b3c3,185.57,9,15.92,5,13,273aa736-e17d-4a6f-926a-5020e1e9f06e
GrabPay,410c6bb8-8194-4dd4-af8f-88ebd1e4367f,390.66,9,65.44,3,14,63d3a1d5-7cd1-4b32-8a6d-023699b6abfd
Boost,19d2c507-22ea-4c93-88c6-49e1a3527ff6,322.34,30,74.85,1,11,63d3a1d5-7cd1-4b32-8a6d-023699b6abfd
Touch n Go eWallet,e1611674-2ae6-46db-a0b6-20fae1b82e21,305.75,18,35.89,4,3,63d3a1d5-7cd1-4b32-8a6d-023699b6abfd
MAE,73757f2a-d6c6-4621-957d-514ef6d60f88,238.83,27,19.79,1,8,fcb44bfc-7c1c-4acd-9231-741aad034c94
Touch n Go eWallet,1c289e35-02a9-4393-88d9-7db8e4e60c6d,378.07,11,65.65,5,15,fcb44bfc-7c1c-4acd-9231-741aad034c94
Boost,307f67b5-7eec-4110-a9e2-bb6bb8ea7890,123.53,25,26.81,1,8,fcb44bfc-7c1c-4acd-9231-741aad034c94
GoPayz,4a34e8a2-d64c-486a-982b-c69b2f9b2f31,239.35,30,69.08,1,10,fcb44bfc-7c1c-4acd-9231-741aad034c94
MAE,c97c6845-f9e9-4500-ac82-d6c21661a26e,434.11,9,60.81,8,3,67192f6b-ebc6-46b0-9111-b4f87085fb15
