provider,plan_details,user_id,payment_history
Maxis,RM85 Monthly Plan,65aa7dab-5306-48f4-a84c-137a854e8a11,"[{""month"": ""2024-11"", ""amount"": 113.25, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 116.1, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 329.75, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 166.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 382.48, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 362.99, ""status"": ""Paid""}]"
Celcom,RM119 Monthly Plan,acf3f04c-2404-4614-af09-41cec141e5d3,"[{""month"": ""2024-11"", ""amount"": 305.04, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 441.69, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 377.47, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 245.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 55.52, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 118.12, ""status"": ""Paid""}]"
UMobile,RM56 Monthly Plan,79cca8d2-02d1-4f68-a043-a7aa76e6c9d9,"[{""month"": ""2024-11"", ""amount"": 432.36, ""status"": ""Late""}, {""month"": ""2024-10"", ""amount"": 410.44, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 420.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 484.55, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 463.79, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 95.38, ""status"": ""Paid""}]"
Digi,RM136 Monthly Plan,b4e27b16-11d7-4f95-a9e4-f785cc8b56e2,"[{""month"": ""2024-11"", ""amount"": 274.74, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 93.36, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 426.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 425.03, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 351.24, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 206.15, ""status"": ""Paid""}]"
Celcom,RM118 Monthly Plan,5ec7dffb-c00c-495a-9d9c-fa960f267aa6,"[{""month"": ""2024-11"", ""amount"": 215.16, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 245.51, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 451.23, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 421.57, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 443.25, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 447.32, ""status"": ""Paid""}]"
Digi,RM86 Monthly Plan,889d87d3-f34c-4b20-ad9c-e1e1f639e76a,"[{""month"": ""2024-11"", ""amount"": 283.49, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 245.44, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 289.59, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 278.35, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 166.32, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 348.92, ""status"": ""Paid""}]"
Digi,RM139 Monthly Plan,2efce045-192e-4de5-bdac-909df3fadce1,"[{""month"": ""2024-11"", ""amount"": 281.33, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 230.23, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 239.7, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 392.17, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 156.82, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 74.11, ""status"": ""Paid""}]"
Maxis,RM122 Monthly Plan,dba5bbe4-dec5-4b71-9c38-0a95173e36ae,"[{""month"": ""2024-11"", ""amount"": 67.28, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 220.64, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 165.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 176.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 115.3, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 312.87, ""status"": ""Paid""}]"
UMobile,RM83 Monthly Plan,6b84a9c8-91c2-428f-a6f3-860f3293be3e,"[{""month"": ""2024-11"", ""amount"": 214.69, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 57.21, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 430.43, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 231.72, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 317.13, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 217.14, ""status"": ""Paid""}]"
Celcom,RM92 Monthly Plan,0c7eb533-1229-4131-a2d8-cbdacb77f7a2,"[{""month"": ""2024-11"", ""amount"": 402.23, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 64.96, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 362.44, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 419.83, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 414.5, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 387.65, ""status"": ""Paid""}]"
Celcom,RM126 Monthly Plan,daafccf6-eebd-49d9-8c91-e986896c8cb9,"[{""month"": ""2024-11"", ""amount"": 66.17, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 87.04, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 76.86, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 71.09, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 99.24, ""status"": ""Late""}, {""month"": ""2024-07"", ""amount"": 404.75, ""status"": ""Paid""}]"
UMobile,RM84 Monthly Plan,0f253c99-3f59-4912-ada4-27599952678f,"[{""month"": ""2024-11"", ""amount"": 432.33, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 155.27, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 260.85, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 190.95, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 388.42, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 323.15, ""status"": ""Paid""}]"
Digi,RM53 Monthly Plan,086bc5c6-e8a9-4c14-8225-91e73bafaa64,"[{""month"": ""2024-11"", ""amount"": 437.16, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 297.09, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 498.19, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 338.66, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 395.69, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 56.03, ""status"": ""Paid""}]"
Maxis,RM143 Monthly Plan,f31d343e-2712-4e16-a8fb-6c99b5c42572,"[{""month"": ""2024-11"", ""amount"": 293.61, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 318.95, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 366.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 437.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 160.0, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 410.61, ""status"": ""Paid""}]"
Digi,RM127 Monthly Plan,dae14d74-40be-4b77-b7c6-7458e65a019b,"[{""month"": ""2024-11"", ""amount"": 450.55, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 312.45, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 498.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 321.83, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 264.29, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 333.57, ""status"": ""Paid""}]"
UMobile,RM133 Monthly Plan,ccd254fe-e5ff-410c-b996-af32b7b14215,"[{""month"": ""2024-11"", ""amount"": 95.17, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 262.17, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 474.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 164.94, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 138.56, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 165.06, ""status"": ""Paid""}]"
Celcom,RM49 Monthly Plan,741ba2ae-05bd-49b5-b4ad-38a65a1c9d4f,"[{""month"": ""2024-11"", ""amount"": 311.11, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 83.5, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 297.66, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 283.84, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 318.71, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 413.15, ""status"": ""Paid""}]"
UMobile,RM91 Monthly Plan,28787fbc-6f1a-428c-800a-aa3d2bd825dd,"[{""month"": ""2024-11"", ""amount"": 160.29, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 296.7, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 181.7, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 276.05, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 287.04, ""status"": ""Late""}, {""month"": ""2024-07"", ""amount"": 84.29, ""status"": ""Paid""}]"
Celcom,RM51 Monthly Plan,8779cdab-2264-4286-b2eb-ddb2be5b0b94,"[{""month"": ""2024-11"", ""amount"": 405.31, ""status"": ""Late""}, {""month"": ""2024-10"", ""amount"": 334.21, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 208.59, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 277.31, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 151.95, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 261.83, ""status"": ""Paid""}]"
Digi,RM126 Monthly Plan,a6a8b18f-e249-447a-b459-2b8fb038306d,"[{""month"": ""2024-11"", ""amount"": 295.59, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 350.07, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 102.26, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 85.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 255.85, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 189.91, ""status"": ""Paid""}]"
Celcom,RM105 Monthly Plan,4dc65a20-ebe6-4066-97ce-336ee550b446,"[{""month"": ""2024-11"", ""amount"": 185.38, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 68.82, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 158.84, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 349.25, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 231.65, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 444.44, ""status"": ""Pending""}]"
UMobile,RM102 Monthly Plan,645ca1f3-6377-4c95-9292-5821d0db966e,"[{""month"": ""2024-11"", ""amount"": 369.7, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 407.16, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 455.62, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 118.1, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 460.85, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 456.01, ""status"": ""Paid""}]"
UMobile,RM93 Monthly Plan,a3fcf16e-2a8a-424b-9558-6ae42153fb3b,"[{""month"": ""2024-11"", ""amount"": 161.83, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 54.59, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 382.75, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 321.67, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 409.94, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 337.59, ""status"": ""Paid""}]"
Celcom,RM137 Monthly Plan,b4f97383-4625-4bc0-b340-2062e054e8ab,"[{""month"": ""2024-11"", ""amount"": 61.23, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 312.4, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 109.84, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 327.29, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 93.37, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 51.53, ""status"": ""Paid""}]"
Celcom,RM144 Monthly Plan,d71a9f8d-fe18-4936-bbec-d10c6d813707,"[{""month"": ""2024-11"", ""amount"": 106.15, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 436.66, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 382.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 153.92, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 227.35, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 306.23, ""status"": ""Paid""}]"
Maxis,RM115 Monthly Plan,0e791cb5-6a91-418f-a498-649970e5c8b3,"[{""month"": ""2024-11"", ""amount"": 306.96, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 226.58, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 269.65, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 383.31, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 299.89, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 235.5, ""status"": ""Paid""}]"
Maxis,RM51 Monthly Plan,7e224cae-56c5-4ad9-909a-e6e3855e8293,"[{""month"": ""2024-11"", ""amount"": 106.43, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 307.49, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 61.8, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 303.36, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 338.03, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 278.49, ""status"": ""Paid""}]"
UMobile,RM46 Monthly Plan,182ed61e-96e3-4f05-bd63-a7d334b43190,"[{""month"": ""2024-11"", ""amount"": 456.69, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 62.54, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 434.48, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 137.31, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 424.84, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 90.34, ""status"": ""Paid""}]"
Maxis,RM85 Monthly Plan,8050df6c-cc7d-4b0e-a11e-8a91ef59c9f7,"[{""month"": ""2024-11"", ""amount"": 267.25, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 448.11, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 246.81, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 350.35, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 132.5, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 107.42, ""status"": ""Paid""}]"
Maxis,RM111 Monthly Plan,8fc16e74-3337-43aa-aa4c-340bafc63b7c,"[{""month"": ""2024-11"", ""amount"": 198.47, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 303.34, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 88.1, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 412.21, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 229.97, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 398.56, ""status"": ""Paid""}]"
Celcom,RM116 Monthly Plan,018e3861-ca31-49d6-a48b-0360d3f9b972,"[{""month"": ""2024-11"", ""amount"": 375.61, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 106.17, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 128.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 289.98, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 401.11, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 477.02, ""status"": ""Paid""}]"
Maxis,RM30 Monthly Plan,3f2b1bb7-168d-4213-aa3f-d860b5b70969,"[{""month"": ""2024-11"", ""amount"": 56.72, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 124.14, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 491.52, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 370.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 138.36, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 112.75, ""status"": ""Paid""}]"
Celcom,RM123 Monthly Plan,05f6c018-e457-4d81-8daf-76e470678e99,"[{""month"": ""2024-11"", ""amount"": 252.81, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 229.12, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 207.91, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 137.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 382.24, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 451.04, ""status"": ""Paid""}]"
Celcom,RM121 Monthly Plan,db74aa62-ffd3-404c-a496-919139ecf8ab,"[{""month"": ""2024-11"", ""amount"": 448.46, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 150.93, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 459.55, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 287.21, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 141.3, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 463.45, ""status"": ""Paid""}]"
Celcom,RM115 Monthly Plan,399cd113-d347-428a-acb7-1670382ac7a3,"[{""month"": ""2024-11"", ""amount"": 81.14, ""status"": ""Late""}, {""month"": ""2024-10"", ""amount"": 60.23, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 261.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 322.25, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 338.62, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 239.9, ""status"": ""Paid""}]"
Celcom,RM117 Monthly Plan,54805c9b-2017-4980-b459-dbd640a43e1c,"[{""month"": ""2024-11"", ""amount"": 92.84, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 441.07, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 395.34, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 72.45, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 82.29, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 451.83, ""status"": ""Paid""}]"
Celcom,RM105 Monthly Plan,7c5c3eb4-31ea-4895-9199-1f3349b94a0f,"[{""month"": ""2024-11"", ""amount"": 179.6, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 253.7, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 483.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 261.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 292.79, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 290.14, ""status"": ""Paid""}]"
Maxis,RM145 Monthly Plan,709936d8-5a52-4e59-9c88-9528cec6bf6f,"[{""month"": ""2024-11"", ""amount"": 472.76, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 224.79, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 186.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 316.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 77.96, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 208.49, ""status"": ""Late""}]"
Digi,RM68 Monthly Plan,2db2ad7e-f947-4713-8756-575a86ccc8b4,"[{""month"": ""2024-11"", ""amount"": 130.45, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 192.8, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 476.22, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 372.08, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 279.13, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 232.29, ""status"": ""Paid""}]"
Maxis,RM34 Monthly Plan,35a90527-2ca7-4685-88fe-b97ee78fd7ac,"[{""month"": ""2024-11"", ""amount"": 276.29, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 59.65, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 66.17, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 458.66, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 256.52, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 340.79, ""status"": ""Paid""}]"
UMobile,RM102 Monthly Plan,4f5e9ab0-1b35-448b-b32d-8e6394a1da9a,"[{""month"": ""2024-11"", ""amount"": 74.71, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 459.02, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 404.19, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 417.7, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 254.26, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 275.04, ""status"": ""Paid""}]"
Maxis,RM55 Monthly Plan,16aba3c0-d1d8-4470-9e0b-684263af00f7,"[{""month"": ""2024-11"", ""amount"": 162.42, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 120.51, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 378.16, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 465.38, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 294.03, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 175.77, ""status"": ""Paid""}]"
Digi,RM83 Monthly Plan,9bfb7a9a-2621-4c7e-9386-cd082afbf206,"[{""month"": ""2024-11"", ""amount"": 404.29, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 129.23, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 364.66, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 466.09, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 250.49, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 90.29, ""status"": ""Paid""}]"
Maxis,RM123 Monthly Plan,372e05d6-2749-41ca-86fc-37900c7fa4e3,"[{""month"": ""2024-11"", ""amount"": 314.46, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 132.93, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 202.39, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 373.38, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 298.04, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 222.23, ""status"": ""Paid""}]"
UMobile,RM63 Monthly Plan,2727d3f1-ca64-4df4-b891-cbd68b4986cb,"[{""month"": ""2024-11"", ""amount"": 344.46, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 184.63, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 196.6, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 175.79, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 266.26, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 297.59, ""status"": ""Paid""}]"
UMobile,RM117 Monthly Plan,e09bd648-442f-4c06-8597-978b633c5587,"[{""month"": ""2024-11"", ""amount"": 391.77, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 368.6, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 172.98, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 240.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 168.33, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 217.36, ""status"": ""Paid""}]"
UMobile,RM101 Monthly Plan,f43086a7-df4f-499a-b7af-5fe19f8985c0,"[{""month"": ""2024-11"", ""amount"": 418.59, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 256.24, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 304.93, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 240.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 219.92, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 168.62, ""status"": ""Paid""}]"
Maxis,RM142 Monthly Plan,41236078-5502-4cc2-ba7f-48158257df36,"[{""month"": ""2024-11"", ""amount"": 319.38, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 335.11, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 287.01, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 188.01, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 310.91, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 235.77, ""status"": ""Paid""}]"
Celcom,RM39 Monthly Plan,3af51c55-b92c-4069-b3a0-7b76f2f5a8c7,"[{""month"": ""2024-11"", ""amount"": 466.51, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 278.29, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 51.14, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 132.76, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 391.37, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 395.5, ""status"": ""Paid""}]"
Celcom,RM110 Monthly Plan,65e9ceca-db3e-4814-ae05-bda74b800933,"[{""month"": ""2024-11"", ""amount"": 491.34, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 400.64, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 201.99, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 150.81, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 437.52, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 100.44, ""status"": ""Paid""}]"
Digi,RM56 Monthly Plan,90ccf05e-d68e-4076-afa2-717bcdf56a56,"[{""month"": ""2024-11"", ""amount"": 494.22, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 368.03, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 81.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 89.29, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 212.22, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 116.48, ""status"": ""Paid""}]"
